Trial (NCT),Condition,Arm,Interventions,OS median,OS 95% CI low,OS 95% CI high,OS N,PFS median,PFS 95% CI low,PFS 95% CI high,PFS N,ORR %,CT.gov last updated
NCT05070247,"Pancreatic Cancer; Hepatocellular Cancer; Mesothelioma; Breast Cancer; Gastric Cancer; Esophageal Cancer; Nasopharyngeal Cancer; Kidney Cancer; Squamous Cell Cancer of Head and Neck (SCCHN); Non-small Cell Lung Cancer (NSCLC), Non-squamous; Pancreatic Neoplasms; Liver Neoplasms; Mesothelioma; Breast Neoplasms; Stomach Neoplasms; Esophageal Neoplasms; Nasopharyngeal Neoplasms; Kidney Neoplasms; Carcinoma, Non-Small-Cell Lung",Single Agent Dose Escalation: 2 DEX + TAK-500 16 µg/kg,"TAK-500, Pembrolizumab, Tocilizumab, Dexamethasone, Dexamethasone",,,,,,,,,,2026-01-22
NCT05070247,"Pancreatic Cancer; Hepatocellular Cancer; Mesothelioma; Breast Cancer; Gastric Cancer; Esophageal Cancer; Nasopharyngeal Cancer; Kidney Cancer; Squamous Cell Cancer of Head and Neck (SCCHN); Non-small Cell Lung Cancer (NSCLC), Non-squamous; Pancreatic Neoplasms; Liver Neoplasms; Mesothelioma; Breast Neoplasms; Stomach Neoplasms; Esophageal Neoplasms; Nasopharyngeal Neoplasms; Kidney Neoplasms; Carcinoma, Non-Small-Cell Lung",Single Agent Dose Escalation: 2 DEX + TAK-500 24 µg/kg,"TAK-500, Pembrolizumab, Tocilizumab, Dexamethasone, Dexamethasone",,,,,,,,,,2026-01-22
NCT05070247,"Pancreatic Cancer; Hepatocellular Cancer; Mesothelioma; Breast Cancer; Gastric Cancer; Esophageal Cancer; Nasopharyngeal Cancer; Kidney Cancer; Squamous Cell Cancer of Head and Neck (SCCHN); Non-small Cell Lung Cancer (NSCLC), Non-squamous; Pancreatic Neoplasms; Liver Neoplasms; Mesothelioma; Breast Neoplasms; Stomach Neoplasms; Esophageal Neoplasms; Nasopharyngeal Neoplasms; Kidney Neoplasms; Carcinoma, Non-Small-Cell Lung",Single Agent Dose Escalation: 2 DEX + TAK-500 40 µg/kg,"TAK-500, Pembrolizumab, Tocilizumab, Dexamethasone, Dexamethasone",,,,,,,,,,2026-01-22
NCT05070247,"Pancreatic Cancer; Hepatocellular Cancer; Mesothelioma; Breast Cancer; Gastric Cancer; Esophageal Cancer; Nasopharyngeal Cancer; Kidney Cancer; Squamous Cell Cancer of Head and Neck (SCCHN); Non-small Cell Lung Cancer (NSCLC), Non-squamous; Pancreatic Neoplasms; Liver Neoplasms; Mesothelioma; Breast Neoplasms; Stomach Neoplasms; Esophageal Neoplasms; Nasopharyngeal Neoplasms; Kidney Neoplasms; Carcinoma, Non-Small-Cell Lung",Single Agent Dose Escalation: 2 DEX + TAK-500 60 µg/kg,"TAK-500, Pembrolizumab, Tocilizumab, Dexamethasone, Dexamethasone",,,,,,,,,,2026-01-22
NCT05070247,"Pancreatic Cancer; Hepatocellular Cancer; Mesothelioma; Breast Cancer; Gastric Cancer; Esophageal Cancer; Nasopharyngeal Cancer; Kidney Cancer; Squamous Cell Cancer of Head and Neck (SCCHN); Non-small Cell Lung Cancer (NSCLC), Non-squamous; Pancreatic Neoplasms; Liver Neoplasms; Mesothelioma; Breast Neoplasms; Stomach Neoplasms; Esophageal Neoplasms; Nasopharyngeal Neoplasms; Kidney Neoplasms; Carcinoma, Non-Small-Cell Lung",Single Agent Dose Escalation: TAK-500 16 µg/kg,"TAK-500, Pembrolizumab, Tocilizumab, Dexamethasone, Dexamethasone",,,,,,,,,,2026-01-22
NCT05070247,"Pancreatic Cancer; Hepatocellular Cancer; Mesothelioma; Breast Cancer; Gastric Cancer; Esophageal Cancer; Nasopharyngeal Cancer; Kidney Cancer; Squamous Cell Cancer of Head and Neck (SCCHN); Non-small Cell Lung Cancer (NSCLC), Non-squamous; Pancreatic Neoplasms; Liver Neoplasms; Mesothelioma; Breast Neoplasms; Stomach Neoplasms; Esophageal Neoplasms; Nasopharyngeal Neoplasms; Kidney Neoplasms; Carcinoma, Non-Small-Cell Lung",Single Agent Dose Escalation: TAK-500 8 µg/kg,"TAK-500, Pembrolizumab, Tocilizumab, Dexamethasone, Dexamethasone",,,,,,,,,,2026-01-22
NCT02431676,Breast Cancer; Prostate Cancer; Lung Cancer; Colon Cancer; Melanoma of Skin; Endometrial Cancer; Liver Cancer; Pancreatic Cancer; Rectal Cancer; Kidney Cancer; Other Solid Malignant Tumors; Breast Neoplasms; Prostatic Neoplasms; Lung Neoplasms; Colonic Neoplasms; Melanoma; Endometrial Neoplasms; Liver Neoplasms; Pancreatic Neoplasms; Rectal Neoplasms; Kidney Neoplasms,Coach Directed Behavioral Weight Loss,"Metformin, Coach Directed Behavioral Weight Loss, Self-control weight loss",,,,,,,,,,2024-08-28
NCT02431676,Breast Cancer; Prostate Cancer; Lung Cancer; Colon Cancer; Melanoma of Skin; Endometrial Cancer; Liver Cancer; Pancreatic Cancer; Rectal Cancer; Kidney Cancer; Other Solid Malignant Tumors; Breast Neoplasms; Prostatic Neoplasms; Lung Neoplasms; Colonic Neoplasms; Melanoma; Endometrial Neoplasms; Liver Neoplasms; Pancreatic Neoplasms; Rectal Neoplasms; Kidney Neoplasms,Metformin,"Metformin, Coach Directed Behavioral Weight Loss, Self-control weight loss",,,,,,,,,,2024-08-28
NCT02431676,Breast Cancer; Prostate Cancer; Lung Cancer; Colon Cancer; Melanoma of Skin; Endometrial Cancer; Liver Cancer; Pancreatic Cancer; Rectal Cancer; Kidney Cancer; Other Solid Malignant Tumors; Breast Neoplasms; Prostatic Neoplasms; Lung Neoplasms; Colonic Neoplasms; Melanoma; Endometrial Neoplasms; Liver Neoplasms; Pancreatic Neoplasms; Rectal Neoplasms; Kidney Neoplasms,Self-Directed,"Metformin, Coach Directed Behavioral Weight Loss, Self-control weight loss",,,,,,,,,,2024-08-28
NCT02162732,"Neuroblastoma; Medulloblastoma; Glioma; Ependymoma; Choroid Plexus Neoplasms; Craniopharyngioma; Dysembryoplastic Neuroepithelial Tumor; Meningioma; Primitive Neuroectodermal Tumors (PNETs); Germ Cell Tumors; Rhabdomyosarcoma; Non-rhabdomyosarcoma; Ewings Sarcoma; Osteosarcoma; Wilms Tumor; Renal Cell Carcinoma; Malignant Rhabdoid Tumor; Clear Cell Sarcoma; Liver Tumors; Neuroblastoma; Medulloblastoma; Glioma; Ependymoma; Choroid Plexus Neoplasms; Craniopharyngioma; Meningioma; Neuroectodermal Tumors, Primitive; Neoplasms, Germ Cell and Embryonal; Rhabdomyosarcoma; Sarcoma, Ewing; Osteosarcoma; Wilms Tumor; Carcinoma, Renal Cell; Rhabdoid Tumor; Sarcoma, Clear Cell; Carcinoma, Hepatocellular",CNS Tumors,Guided Therapy,,,,,,,,,2.0,2025-11-03
NCT02162732,"Neuroblastoma; Medulloblastoma; Glioma; Ependymoma; Choroid Plexus Neoplasms; Craniopharyngioma; Dysembryoplastic Neuroepithelial Tumor; Meningioma; Primitive Neuroectodermal Tumors (PNETs); Germ Cell Tumors; Rhabdomyosarcoma; Non-rhabdomyosarcoma; Ewings Sarcoma; Osteosarcoma; Wilms Tumor; Renal Cell Carcinoma; Malignant Rhabdoid Tumor; Clear Cell Sarcoma; Liver Tumors; Neuroblastoma; Medulloblastoma; Glioma; Ependymoma; Choroid Plexus Neoplasms; Craniopharyngioma; Meningioma; Neuroectodermal Tumors, Primitive; Neoplasms, Germ Cell and Embryonal; Rhabdomyosarcoma; Sarcoma, Ewing; Osteosarcoma; Wilms Tumor; Carcinoma, Renal Cell; Rhabdoid Tumor; Sarcoma, Clear Cell; Carcinoma, Hepatocellular",Guided Therapy,Guided Therapy,,,,,,,,,,2025-11-03
NCT02162732,"Neuroblastoma; Medulloblastoma; Glioma; Ependymoma; Choroid Plexus Neoplasms; Craniopharyngioma; Dysembryoplastic Neuroepithelial Tumor; Meningioma; Primitive Neuroectodermal Tumors (PNETs); Germ Cell Tumors; Rhabdomyosarcoma; Non-rhabdomyosarcoma; Ewings Sarcoma; Osteosarcoma; Wilms Tumor; Renal Cell Carcinoma; Malignant Rhabdoid Tumor; Clear Cell Sarcoma; Liver Tumors; Neuroblastoma; Medulloblastoma; Glioma; Ependymoma; Choroid Plexus Neoplasms; Craniopharyngioma; Meningioma; Neuroectodermal Tumors, Primitive; Neoplasms, Germ Cell and Embryonal; Rhabdomyosarcoma; Sarcoma, Ewing; Osteosarcoma; Wilms Tumor; Carcinoma, Renal Cell; Rhabdoid Tumor; Sarcoma, Clear Cell; Carcinoma, Hepatocellular",Neuroblastoma,Guided Therapy,,,,,,,,,4.0,2025-11-03
NCT02162732,"Neuroblastoma; Medulloblastoma; Glioma; Ependymoma; Choroid Plexus Neoplasms; Craniopharyngioma; Dysembryoplastic Neuroepithelial Tumor; Meningioma; Primitive Neuroectodermal Tumors (PNETs); Germ Cell Tumors; Rhabdomyosarcoma; Non-rhabdomyosarcoma; Ewings Sarcoma; Osteosarcoma; Wilms Tumor; Renal Cell Carcinoma; Malignant Rhabdoid Tumor; Clear Cell Sarcoma; Liver Tumors; Neuroblastoma; Medulloblastoma; Glioma; Ependymoma; Choroid Plexus Neoplasms; Craniopharyngioma; Meningioma; Neuroectodermal Tumors, Primitive; Neoplasms, Germ Cell and Embryonal; Rhabdomyosarcoma; Sarcoma, Ewing; Osteosarcoma; Wilms Tumor; Carcinoma, Renal Cell; Rhabdoid Tumor; Sarcoma, Clear Cell; Carcinoma, Hepatocellular",Rare Tumors,Guided Therapy,,,,,,,,,5.0,2025-11-03
NCT01754714,Non Alcoholic Fatty Liver Disease; Non-alcoholic Fatty Liver Disease; Fatty Liver,1000 mg SAMe (S-adenosyl-L-methionine),"SAMe 1000 mg, SAMe 1500 mg, SAMe 2000 mg",,,,,,,,,,2016-02-19
NCT01754714,Non Alcoholic Fatty Liver Disease; Non-alcoholic Fatty Liver Disease; Fatty Liver,1500 mg SAMe,"SAMe 1000 mg, SAMe 1500 mg, SAMe 2000 mg",,,,,,,,,,2016-02-19
NCT01754714,Non Alcoholic Fatty Liver Disease; Non-alcoholic Fatty Liver Disease; Fatty Liver,2000 mg SAMe,"SAMe 1000 mg, SAMe 1500 mg, SAMe 2000 mg",,,,,,,,,,2016-02-19
NCT01754714,Non Alcoholic Fatty Liver Disease; Non-alcoholic Fatty Liver Disease; Fatty Liver,No Treatment,"SAMe 1000 mg, SAMe 1500 mg, SAMe 2000 mg",,,,,,,,,,2016-02-19
NCT04235660,"Hepatocellular Carcinoma (HCC); Carcinoma, Hepatocellular",Stereotactic Body Radiation Therapy,"Yttrium-90 Radiation Segmentectomy, Stereotactic Body Radiation Therapy",,,,,,,,,,2023-10-25
NCT04235660,"Hepatocellular Carcinoma (HCC); Carcinoma, Hepatocellular",Yttrium-90 Radiation Segmentectomy,"Yttrium-90 Radiation Segmentectomy, Stereotactic Body Radiation Therapy",,,,,,,,,,2023-10-25
NCT00903396,"Anal Cancer; Carcinoma of the Appendix; Colorectal Cancer; Extrahepatic Bile Duct Cancer; Gallbladder Cancer; Gastric Cancer; Gastrointestinal Carcinoid Tumor; Liver Cancer; Nausea and Vomiting; Pancreatic Cancer; Primary Peritoneal Cavity Cancer; Small Intestine Cancer; Anus Neoplasms; Appendiceal Neoplasms; Colorectal Neoplasms; Bile Duct Neoplasms; Gallbladder Neoplasms; Stomach Neoplasms; Liver Neoplasms; Nausea; Vomiting; Pancreatic Neoplasms; Colonic Neoplasms; Rectal Neoplasms; Carcinoma, Hepatocellular",Arm I,"palonosetron hydrochloride, placebo",,,,,,,,,,2017-11-24
NCT00903396,"Anal Cancer; Carcinoma of the Appendix; Colorectal Cancer; Extrahepatic Bile Duct Cancer; Gallbladder Cancer; Gastric Cancer; Gastrointestinal Carcinoid Tumor; Liver Cancer; Nausea and Vomiting; Pancreatic Cancer; Primary Peritoneal Cavity Cancer; Small Intestine Cancer; Anus Neoplasms; Appendiceal Neoplasms; Colorectal Neoplasms; Bile Duct Neoplasms; Gallbladder Neoplasms; Stomach Neoplasms; Liver Neoplasms; Nausea; Vomiting; Pancreatic Neoplasms; Colonic Neoplasms; Rectal Neoplasms; Carcinoma, Hepatocellular",Arm II,"palonosetron hydrochloride, placebo",,,,,,,,,,2017-11-24
NCT00903396,"Anal Cancer; Carcinoma of the Appendix; Colorectal Cancer; Extrahepatic Bile Duct Cancer; Gallbladder Cancer; Gastric Cancer; Gastrointestinal Carcinoid Tumor; Liver Cancer; Nausea and Vomiting; Pancreatic Cancer; Primary Peritoneal Cavity Cancer; Small Intestine Cancer; Anus Neoplasms; Appendiceal Neoplasms; Colorectal Neoplasms; Bile Duct Neoplasms; Gallbladder Neoplasms; Stomach Neoplasms; Liver Neoplasms; Nausea; Vomiting; Pancreatic Neoplasms; Colonic Neoplasms; Rectal Neoplasms; Carcinoma, Hepatocellular",Arm III,"palonosetron hydrochloride, placebo",,,,,,,,,,2017-11-24
NCT00903396,"Anal Cancer; Carcinoma of the Appendix; Colorectal Cancer; Extrahepatic Bile Duct Cancer; Gallbladder Cancer; Gastric Cancer; Gastrointestinal Carcinoid Tumor; Liver Cancer; Nausea and Vomiting; Pancreatic Cancer; Primary Peritoneal Cavity Cancer; Small Intestine Cancer; Anus Neoplasms; Appendiceal Neoplasms; Colorectal Neoplasms; Bile Duct Neoplasms; Gallbladder Neoplasms; Stomach Neoplasms; Liver Neoplasms; Nausea; Vomiting; Pancreatic Neoplasms; Colonic Neoplasms; Rectal Neoplasms; Carcinoma, Hepatocellular",Arm IV,"palonosetron hydrochloride, placebo",,,,,,,,,,2017-11-24
NCT03419897,"Hepatocellular Carcinoma (HCC); Carcinoma, Hepatocellular",Tislelizumab,Tislelizumab,13.2,10.8,15.2,249.0,2.7,1.4,2.8,249.0,12.9,2024-10-26
NCT04050462,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Nivolumab Monotherapy,"Nivolumab 240 mg IV every 2 weeks + Cabiralizumab 4 mg/kg IV every 2 weeks, Nivolumab 240 mg IV every 2 weeks + BMS-986253 1200 mg IV every 2 weeks, Nivolumab 240 mg IV every 2 weeks",465.0,145.0,1995.0,5.0,,,,,20.0,2025-10-16
NCT04050462,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Nivolumab/BMS-986253 Combination,"Nivolumab 240 mg IV every 2 weeks + Cabiralizumab 4 mg/kg IV every 2 weeks, Nivolumab 240 mg IV every 2 weeks + BMS-986253 1200 mg IV every 2 weeks, Nivolumab 240 mg IV every 2 weeks",409.0,127.0,1422.0,7.0,,,,,28.57,2025-10-16
NCT02859324,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",CC-122 2mg + Nivolumab,"CC-122, Nivolumab",320.0,96.0,,7.0,130.0,42.0,,7.0,42.9,2021-05-11
NCT02859324,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",CC-122 3mg + Nivolumab,"CC-122, Nivolumab",303.0,196.0,,9.0,95.0,51.0,144.0,9.0,0.0,2021-05-11
NCT02859324,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",CC-122 4mg + Nivolumab,"CC-122, Nivolumab",135.0,95.0,387.0,5.0,122.0,56.0,166.0,5.0,0.0,2021-05-11
NCT00105235,"Liver Disease; Liver Transplantation; Liver Diseases; Rejection, Psychology",Alemtuzumab,"Alemtuzumab, Cyclosporine, Mycophenolate mofetil, Tacrolimus, Liver transplant, Immunosuppression withdrawal",,,,,,,,,,2012-12-27
NCT02460991,"Hepatocellular Carcinoma; Hepatoma; Liver Cell Carcinoma; Carcinoma, Hepatocellular",DEB-TACE,"DEB-TACE, Sorafenib",,,,,,,,,,2021-02-12
NCT02460991,"Hepatocellular Carcinoma; Hepatoma; Liver Cell Carcinoma; Carcinoma, Hepatocellular",Sorafenib,"DEB-TACE, Sorafenib",,,,,,,,,,2021-02-12
NCT00829413,Liver Neoplasms; Liver Neoplasms,Safety Population,SonoVue®,,,,,,,,,,2018-08-03
NCT04281784,"Dementia; Chronic Disease; Neoplasm Metastasis; Lung Neoplasm; Pulmonary Disease, Chronic Obstructive; Heart Failure，Congestive; Liver Cirrhosis; Kidney Failure, Chronic; Lung Diseases, Interstitial; Peripheral Vascular Disease; Diabetes With End Organ Injury; Dementia; Chronic Disease; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; Liver Cirrhosis; Kidney Failure, Chronic; Lung Diseases, Interstitial; Peripheral Vascular Diseases",EHR-based Clinician Jumpstart,EHR-based Clinician Jumpstart,,,,,,,,,,2025-04-04
NCT04281784,"Dementia; Chronic Disease; Neoplasm Metastasis; Lung Neoplasm; Pulmonary Disease, Chronic Obstructive; Heart Failure，Congestive; Liver Cirrhosis; Kidney Failure, Chronic; Lung Diseases, Interstitial; Peripheral Vascular Disease; Diabetes With End Organ Injury; Dementia; Chronic Disease; Neoplasm Metastasis; Lung Neoplasms; Pulmonary Disease, Chronic Obstructive; Heart Failure; Liver Cirrhosis; Kidney Failure, Chronic; Lung Diseases, Interstitial; Peripheral Vascular Diseases",Usual Care,EHR-based Clinician Jumpstart,,,,,,,,,,2025-04-04
NCT01774344,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Placebo,"Regorafenib (Stivarga, BAY73-4506), Placebo",237.0,192.0,269.0,194.0,,,,,4.1,2020-08-20
NCT01774344,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular","Regorafenib (Stivarga, BAY73-4506)","Regorafenib (Stivarga, BAY73-4506), Placebo",,,,,,,,,,2020-08-20
NCT01774344,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular",Regorafenib 160 mg (BAY73-4506),"Regorafenib (Stivarga, BAY73-4506), Placebo",323.0,276.0,369.0,379.0,,,,,10.8,2020-08-20
NCT00006164,"Chronic Hepatitis c; Cirrhosis, Liver; Fibrosis, Liver; Hepatic Cirrhosis; Hepatitis C, Chronic; Liver Cirrhosis; Liver Diseases; Hepatitis C; Fibrosis",Peginterferon Alfa-2a 90 mcg/Week,"Peginterferon alfa-2a + Ribavirin, Peginterferon alfa-2a",,,,,,,,,,2020-05-12
NCT00006164,"Chronic Hepatitis c; Cirrhosis, Liver; Fibrosis, Liver; Hepatic Cirrhosis; Hepatitis C, Chronic; Liver Cirrhosis; Liver Diseases; Hepatitis C; Fibrosis",Standard of Care Followup,"Peginterferon alfa-2a + Ribavirin, Peginterferon alfa-2a",,,,,,,,,,2020-05-12
NCT01631552,"Gastric Adenocarcinoma; Esophageal Cancer; Hepatocellular Carcinoma; Non-small Cell Lung Cancer; Small Cell Lung Cancer; Ovarian Epithelial Cancer; Carcinoma Breast Stage IV; Hormone-refractory Prostate Cancer; Head and Neck Cancers- Squamous Cell; Renal Cell Cancer; Urinary Bladder Neoplasms; Cervical Cancer; Endometrial Cancer; Glioblastoma Multiforme; Triple Negative Breast Cancer; Pancreatic Cancer; Esophageal Neoplasms; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Carcinoma, Ovarian Epithelial; Breast Neoplasms; Carcinoma, Renal Cell; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Endometrial Neoplasms; Glioblastoma; Triple Negative Breast Neoplasms; Pancreatic Neoplasms",HR+/HER2- mBC Population,Sacituzumab Govitecan-hziy (SG),12.0,9.0,18.2,54.0,,,,,,2021-08-12
NCT01631552,"Gastric Adenocarcinoma; Esophageal Cancer; Hepatocellular Carcinoma; Non-small Cell Lung Cancer; Small Cell Lung Cancer; Ovarian Epithelial Cancer; Carcinoma Breast Stage IV; Hormone-refractory Prostate Cancer; Head and Neck Cancers- Squamous Cell; Renal Cell Cancer; Urinary Bladder Neoplasms; Cervical Cancer; Endometrial Cancer; Glioblastoma Multiforme; Triple Negative Breast Cancer; Pancreatic Cancer; Esophageal Neoplasms; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Carcinoma, Ovarian Epithelial; Breast Neoplasms; Carcinoma, Renal Cell; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Endometrial Neoplasms; Glioblastoma; Triple Negative Breast Neoplasms; Pancreatic Neoplasms",Overall Safety Population (OSP),Sacituzumab Govitecan-hziy (SG),,,,,,,,,,2021-08-12
NCT01631552,"Gastric Adenocarcinoma; Esophageal Cancer; Hepatocellular Carcinoma; Non-small Cell Lung Cancer; Small Cell Lung Cancer; Ovarian Epithelial Cancer; Carcinoma Breast Stage IV; Hormone-refractory Prostate Cancer; Head and Neck Cancers- Squamous Cell; Renal Cell Cancer; Urinary Bladder Neoplasms; Cervical Cancer; Endometrial Cancer; Glioblastoma Multiforme; Triple Negative Breast Cancer; Pancreatic Cancer; Esophageal Neoplasms; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Carcinoma, Ovarian Epithelial; Breast Neoplasms; Carcinoma, Renal Cell; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Endometrial Neoplasms; Glioblastoma; Triple Negative Breast Neoplasms; Pancreatic Neoplasms",TNBC Target Population,Sacituzumab Govitecan-hziy (SG),13.0,11.2,14.0,108.0,,,,,34.3,2021-08-12
NCT01631552,"Gastric Adenocarcinoma; Esophageal Cancer; Hepatocellular Carcinoma; Non-small Cell Lung Cancer; Small Cell Lung Cancer; Ovarian Epithelial Cancer; Carcinoma Breast Stage IV; Hormone-refractory Prostate Cancer; Head and Neck Cancers- Squamous Cell; Renal Cell Cancer; Urinary Bladder Neoplasms; Cervical Cancer; Endometrial Cancer; Glioblastoma Multiforme; Triple Negative Breast Cancer; Pancreatic Cancer; Esophageal Neoplasms; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Carcinoma, Ovarian Epithelial; Breast Neoplasms; Carcinoma, Renal Cell; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Endometrial Neoplasms; Glioblastoma; Triple Negative Breast Neoplasms; Pancreatic Neoplasms",mUC Population,Sacituzumab Govitecan-hziy (SG),16.8,9.0,21.9,45.0,,,,,,2021-08-12
NCT01887171,Early Allograft Dysfunction; Ischemic Reperfusion Injury; Liver Transplantation; Hyperfibrinolysis,HTK Solution,Tacrolimus,,,,,,,,,,2017-02-23
NCT01887171,Early Allograft Dysfunction; Ischemic Reperfusion Injury; Liver Transplantation; Hyperfibrinolysis,Tacrolimus + HTK,Tacrolimus,,,,,,,,,,2017-02-23
NCT04377932,Liver Cancer; Rhabdomyosarcoma; Malignant Rhabdoid Tumor; Liposarcoma; Wilms Tumor; Yolk Sac Tumor; Liver Neoplasms; Rhabdomyosarcoma; Rhabdoid Tumor; Liposarcoma; Wilms Tumor; Endodermal Sinus Tumor,15.GPC3-CAR T Cells - Dose Level 1,AGAR T cells,,,,,,,,,,2026-01-21
NCT04377932,Liver Cancer; Rhabdomyosarcoma; Malignant Rhabdoid Tumor; Liposarcoma; Wilms Tumor; Yolk Sac Tumor; Liver Neoplasms; Rhabdomyosarcoma; Rhabdoid Tumor; Liposarcoma; Wilms Tumor; Endodermal Sinus Tumor,15.GPC3-CAR T Cells - Dose Level 2,AGAR T cells,,,,,,,,,,2026-01-21
NCT04377932,Liver Cancer; Rhabdomyosarcoma; Malignant Rhabdoid Tumor; Liposarcoma; Wilms Tumor; Yolk Sac Tumor; Liver Neoplasms; Rhabdomyosarcoma; Rhabdoid Tumor; Liposarcoma; Wilms Tumor; Endodermal Sinus Tumor,15.GPC3-CAR T Cells - Dose Level 3,AGAR T cells,,,,,,,,,,2026-01-21
NCT00335829,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular","Single Arm, Received Bevacizumab and TACE","bevacizumab, chemotherapy, embolization therapy, hepatic artery infusion",10.8,4.8,24.7,23.0,,,,,,2021-08-13
NCT02461966,Liver Cancer; Liver Neoplasms,Cirrhotic Patients,Aflatoxin,,,,,,,,,,2020-08-14
NCT02461966,Liver Cancer; Liver Neoplasms,Control Group,Aflatoxin,,,,,,,,,,2020-08-14
NCT02461966,Liver Cancer; Liver Neoplasms,Hepatocellular Carcinoma (HCC),Aflatoxin,,,,,,,,,,2020-08-14
NCT00532441,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Biliary,"Erlotinib, Docetaxel",5.7,3.6,21.5,11.0,4.7,1.6,6.9,11.0,,2016-02-12
NCT00532441,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Erlotinib and Docetaxel,"Erlotinib, Docetaxel",,,,,,,,,,2016-02-12
NCT00532441,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Hepatocellular,"Erlotinib, Docetaxel",6.7,4.6,13.8,13.0,3.5,1.7,4.5,14.0,,2016-02-12
NCT03397654,"Primary Liver Carcinoma; Carcinoma, Hepatocellular",TACE Followed by Pembrolizumab,"Pembrolizumab, Trans-arterial chemoembolization",,,,,93.3,82.0,100.0,15.0,,2025-03-06
NCT00049322,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Arm I,bevacizumab,,,,,,,,,,2020-09-01
NCT00049322,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",Arm II,bevacizumab,,,,,,,,,,2020-09-01
NCT02875392,Non-alcoholic Fatty Liver Disease; Non-alcoholic Fatty Liver Disease,Fucoidan Use,"275mg Oligo Fucoidan + 275mg HS Fucoxanthin, placebo pills",,,,,,,,,,2021-04-13
NCT02875392,Non-alcoholic Fatty Liver Disease; Non-alcoholic Fatty Liver Disease,Placebo Pills,"275mg Oligo Fucoidan + 275mg HS Fucoxanthin, placebo pills",,,,,,,,,,2021-04-13
NCT01210495,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Axitinib,"Axitinib (AG-013736), Best Supportive Care, Placebo, Best Supportive Care",12.7,10.2,14.9,134.0,3.6,2.3,4.6,134.0,31.3,2019-01-09
NCT01210495,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Child-Pugh Class A,"Axitinib (AG-013736), Best Supportive Care, Placebo, Best Supportive Care",,,,,,,,,,2019-01-09
NCT01210495,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Child-Pugh Class B,"Axitinib (AG-013736), Best Supportive Care, Placebo, Best Supportive Care",,,,,,,,,,2019-01-09
NCT01210495,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Placebo,"Axitinib (AG-013736), Best Supportive Care, Placebo, Best Supportive Care",9.7,5.9,11.8,68.0,1.9,1.9,3.5,68.0,11.8,2019-01-09
NCT02147301,"Hepatocellular Carcinoma; Chemoembolization; Carcinoma, Hepatocellular",DEB-TACE,LC Bead,,,,,,,,,10.0,2019-09-10
NCT01185639,"Non-Small-Cell Lung Carcinoma; Liver Cancer; Adrenal Cancer; Carcinoma, Non-Small-Cell Lung; Liver Neoplasms; Adrenal Gland Neoplasms; Lung Neoplasms; Neoplasm Metastasis; Bone Neoplasms",SBRT for Metastatic NSCLC,stereotactic body radiation therapy,28.4,14.5,45.8,27.0,11.2,7.6,15.9,27.0,,2019-11-29
NCT00901901,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular","Sorafenib (Nexavar, BAY43-9006) + Erlotinib (Tarceva)","Sorafenib (Nexavar, BAY43-9006), Erlotinib (Tarceva), Placebo",289.0,250.0,321.0,362.0,,,,,,2019-05-30
NCT00901901,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular","Sorafenib (Nexavar, BAY43-9006) + Placebo","Sorafenib (Nexavar, BAY43-9006), Erlotinib (Tarceva), Placebo",259.0,226.0,322.0,358.0,,,,,,2019-05-30
