Trial (NCT),Condition,Arm,Interventions,OS median,OS 95% CI low,OS 95% CI high,OS N,PFS median,PFS 95% CI low,PFS 95% CI high,PFS N,ORR %,CT.gov last updated,Trial start date,Trial completion date
NCT00534001,"Bladder Cancer; Cervical Cancer; Esophageal Cancer; Gastric Cancer; Head and Neck Cancer; Kidney Cancer; Leukemia; Liver Cancer; Lung Cancer; Pancreatic Cancer; Tobacco Use Disorder; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Esophageal Neoplasms; Stomach Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Leukemia; Liver Neoplasms; Lung Neoplasms; Pancreatic Neoplasms; Tobacco Use Disorder; Carcinoma, Renal Cell; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Hypopharyngeal Neoplasms; Laryngeal Neoplasms; Mouth Neoplasms; Nasopharyngeal Neoplasms; Oropharyngeal Neoplasms; Leukemia, Myeloid, Acute",Arm II (4-week run-in),"bupropion hydrochloride, placebo",,,,,,,,,,2017-05-30,2006-01,2015-07
NCT04175912,"Metastatic Cholangiocarcinoma; Metastatic Hepatocellular Carcinoma; Stage III Hepatocellular Carcinoma AJCC v8; Stage III Intrahepatic Cholangiocarcinoma AJCC v8; Stage IIIA Hepatocellular Carcinoma AJCC v8; Stage IIIA Intrahepatic Cholangiocarcinoma AJCC v8; Stage IIIB Hepatocellular Carcinoma AJCC v8; Stage IIIB Intrahepatic Cholangiocarcinoma AJCC v8; Stage IV Hepatocellular Carcinoma AJCC v8; Stage IV Intrahepatic Cholangiocarcinoma AJCC v8; Stage IVA Hepatocellular Carcinoma AJCC v8; Stage IVB Hepatocellular Carcinoma AJCC v8; Unresectable Cholangiocarcinoma; Unresectable Hepatocellular Carcinoma; Unresectable Intrahepatic Cholangiocarcinoma; Cholangiocarcinoma; Carcinoma, Hepatocellular",Arm A (Pevonedistat),"Carboplatin, Paclitaxel, Pevonedistat",4.8,4.04,12.5,17.0,1.54,1.41,2.1,17.0,0.0,2025-11-17,2020-03-16,2026-10-31
NCT04175912,"Metastatic Cholangiocarcinoma; Metastatic Hepatocellular Carcinoma; Stage III Hepatocellular Carcinoma AJCC v8; Stage III Intrahepatic Cholangiocarcinoma AJCC v8; Stage IIIA Hepatocellular Carcinoma AJCC v8; Stage IIIA Intrahepatic Cholangiocarcinoma AJCC v8; Stage IIIB Hepatocellular Carcinoma AJCC v8; Stage IIIB Intrahepatic Cholangiocarcinoma AJCC v8; Stage IV Hepatocellular Carcinoma AJCC v8; Stage IV Intrahepatic Cholangiocarcinoma AJCC v8; Stage IVA Hepatocellular Carcinoma AJCC v8; Stage IVB Hepatocellular Carcinoma AJCC v8; Unresectable Cholangiocarcinoma; Unresectable Hepatocellular Carcinoma; Unresectable Intrahepatic Cholangiocarcinoma; Cholangiocarcinoma; Carcinoma, Hepatocellular","Arm B (Pevonedistat, Paclitaxel, Carboplatin)","Carboplatin, Paclitaxel, Pevonedistat",6.54,4.2,14.8,17.0,2.92,1.71,5.55,17.0,0.0,2025-11-17,2020-03-16,2026-10-31
NCT04401800,"Hepatocellular Carcinoma; Unresectable Hepatocellular Carcinoma; Metastatic Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Lenvatinib With Tislelizumab,"Lenvatinib, Tislelizumab",,,,,,,,,38.7,2025-03-10,2020-09-04,2024-02-18
NCT01387295,Metastatic Breast Cancer; Liver Metastases; Breast Neoplasms,Chemotherapy,"oxaliplatin, capecitabine, trastuzumab",,,,,,,,,,2023-12-11,2010-04,2017-09-01
NCT03883607,Non Alcoholic Steatohepatitis; Non-alcoholic Fatty Liver Disease,Elafibranor 120 mg,"Elafibranor 80mg, Elafibranor 120mg",,,,,,,,,,2021-10-28,2019-06-25,2020-06-16
NCT03883607,Non Alcoholic Steatohepatitis; Non-alcoholic Fatty Liver Disease,Elafibranor 80 mg,"Elafibranor 80mg, Elafibranor 120mg",,,,,,,,,,2021-10-28,2019-06-25,2020-06-16
NCT00526331,"Esophageal Diseases; Gastrointestinal Diseases; Disorder of the Genitourinary System; Gynecologic Diseases; Kidney Diseases; Liver Diseases; Pancreatic Diseases; Prostate Cancer; Spinal Disease; Esophageal Diseases; Gastrointestinal Diseases; Urogenital Diseases; Genital Diseases, Female; Kidney Diseases; Liver Diseases; Pancreatic Diseases; Prostatic Neoplasms; Spinal Diseases",Overall Study,"Vigileo Monitor, FloTrac Sensor",,,,,,,,,,2012-01-16,2007-08,2008-09
NCT00105443,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms; Neoplasms",Placebo,"Sorafenib (Nexavar, BAY43-9006), Placebo",241.0,206.0,276.0,303.0,,,,,,2014-10-31,2005-03,2008-11
NCT00105443,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms; Neoplasms",Placebo Arm Double-Blind Phase (Interim Data Only),"Sorafenib (Nexavar, BAY43-9006), Placebo",,,,,,,,,,2014-10-31,2005-03,2008-11
NCT00105443,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms; Neoplasms","Placebo Arm, Complete Double-Blind Phase","Sorafenib (Nexavar, BAY43-9006), Placebo",,,,,,,,,,2014-10-31,2005-03,2008-11
NCT00105443,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms; Neoplasms",Sorafenib (Nexavar) Arm Complete (Incl. Open Label Phase),"Sorafenib (Nexavar, BAY43-9006), Placebo",,,,,,,,,,2014-10-31,2005-03,2008-11
NCT00105443,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms; Neoplasms",Sorafenib (Nexavar) Arm Double-Blind Phase (Interim Data Only),"Sorafenib (Nexavar, BAY43-9006), Placebo",,,,,,,,,,2014-10-31,2005-03,2008-11
NCT00105443,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms; Neoplasms","Sorafenib (Nexavar, BAY43-9006)","Sorafenib (Nexavar, BAY43-9006), Placebo",324.0,286.0,405.0,299.0,,,,,,2014-10-31,2005-03,2008-11
NCT00105443,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms; Neoplasms",Subjects Switching From Placebo to Sorafenib (Open Label Only),"Sorafenib (Nexavar, BAY43-9006), Placebo",,,,,,,,,,2014-10-31,2005-03,2008-11
NCT00717756,Liver Cancer; Liver Neoplasms,Lenalidomide,lenalidomide,,,,,,,,,,2020-02-17,2009-01,2014-01
NCT00708877,Cancer; Cholangiocarcinoma; Liver; Neoplasms; Cholangiocarcinoma,Transplant,Liver Transplantation,,,,,,,,,,2013-07-30,2007-03,2011-07
NCT01559844,"Hepatitis C; Hepatocellular Carcinoma; Hepatitis C; Carcinoma, Hepatocellular; Hepatitis; Bronchiolitis Obliterans Syndrome",SOF+RBV,"Sofosbuvir, Ribavirin",,,,,,,,,,2016-07-27,2012-03,2014-10
NCT04442581,Advanced Hepatocellular Carcinoma; BCLC Stage B Hepatocellular Carcinoma; BCLC Stage C Hepatocellular Carcinoma,"Treatment (Cabozantinib S-malate, Pembrolizumab)","Cabozantinib S-malate, Pembrolizumab",9.26,8.0,10.52,2.0,7.26,4.0,10.52,2.0,0.0,2023-04-05,2021-04-20,2022-03-08
NCT02702401,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Parkinson Disease 4, Autosomal Dominant Lewy Body",Pembrolizumab + Best Supportive Care,"Pembrolizumab, Placebo, Best Supportive Care",13.9,11.6,16.0,278.0,3.0,2.8,4.1,278.0,18.3,2022-09-29,2016-05-26,2021-09-22
NCT02702401,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Parkinson Disease 4, Autosomal Dominant Lewy Body",Pembrolizumab Second Course,"Pembrolizumab, Placebo, Best Supportive Care",,,,,,,,,,2022-09-29,2016-05-26,2021-09-22
NCT02702401,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Parkinson Disease 4, Autosomal Dominant Lewy Body",Placebo + Best Supportive Care,"Pembrolizumab, Placebo, Best Supportive Care",10.6,8.3,13.5,135.0,2.8,2.5,4.1,135.0,4.4,2022-09-29,2016-05-26,2021-09-22
NCT02940496,"BCLC Stage B Hepatocellular Carcinoma; BCLC Stage C Hepatocellular Carcinoma; Hepatitis C Infection; Refractory Liver Carcinoma; Stage III Hepatocellular Carcinoma AJCC v7; Stage IIIA Hepatocellular Carcinoma AJCC v7; Stage IIIB Hepatocellular Carcinoma AJCC v7; Stage IIIC Hepatocellular Carcinoma AJCC v7; Stage IV Hepatocellular Carcinoma AJCC v7; Stage IVA Hepatocellular Carcinoma AJCC v7; Stage IVB Hepatocellular Carcinoma AJCC v7; Hepatitis C; Carcinoma, Hepatocellular","""ARM A Pembrolizumab (Q3W)""","Elbasvir/Grazoprevir, Laboratory Biomarker Analysis, Pembrolizumab, Ribavirin",0.12,-2.1,2.8,9.0,,,,,,2025-07-15,2016-12-09,2023-08-09
NCT01425879,"Advanced Adult Hepatocellular Carcinoma; Localized Non-Resectable Adult Liver Carcinoma; Recurrent Adult Liver Carcinoma; Recurrent Gallbladder Carcinoma; Stage IV Distal Bile Duct Cancer; Stage IV Gallbladder Cancer; Unresectable Extrahepatic Bile Duct Carcinoma; Unresectable Gallbladder Carcinoma; Carcinoma, Hepatocellular; Gallbladder Neoplasms",Treatment (Akt Inhibitor MK2206),"Akt Inhibitor MK2206, Diagnostic Laboratory Biomarker Analysis, Pharmacological Study",3.5,2.2,6.7,8.0,1.7,0.5,5.6,8.0,0.0,2016-06-17,2011-04,2014-05
NCT01320683,Liver Metastases; Recurrent Colon Cancer; Recurrent Rectal Cancer; Stage IVA Colon Cancer; Stage IVA Rectal Cancer; Stage IVB Colon Cancer; Stage IVB Rectal Cancer; Colonic Neoplasms; Rectal Neoplasms,Treatment (Combination Chemotherapy and Radioimmunotherapy),"oxaliplatin, leucovorin calcium, fluorouracil, bevacizumab, yttrium Y 90 DOTA anti-CEA monoclonal antibody M5A, laboratory biomarker analysis, pharmacological study, irinotecan hydrochloride",,,,,,,,,,2016-07-19,2011-03,2014-12
NCT00692770,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms",Placebo,"Nexavar (Sorafenib, BAY43-9006), Placebo",,,,558.0,,,,,,2018-08-08,2008-08-15,2014-11-28
NCT00692770,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Liver Neoplasms","Sorafenib (Nexavar, BAY43-9006)","Nexavar (Sorafenib, BAY43-9006), Placebo",,,,556.0,,,,,,2018-08-08,2008-08-15,2014-11-28
NCT01770431,"Hepatic Carcinoma; Carcinoma, Hepatocellular; Neoplasm Metastasis",Bank-control Group,Huaier Granule,,,,,,,,,,2017-10-02,2011-08,2016-08
NCT01770431,"Hepatic Carcinoma; Carcinoma, Hepatocellular; Neoplasm Metastasis",Huaier Granule Group,Huaier Granule,,,,,,,,,,2017-10-02,2011-08,2016-08
NCT00607828,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",10 Gy x 5,stereotactic body radiation therapy,,,,,,,,,,2024-11-04,2007-11-16,2017-02-15
NCT00607828,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",12 Gy x 5,stereotactic body radiation therapy,,,,,,,,,,2024-11-04,2007-11-16,2017-02-15
NCT00607828,"Liver Cancer; Liver Neoplasms; Carcinoma, Hepatocellular",14 Gy x 5,stereotactic body radiation therapy,,,,,,,,,,2024-11-04,2007-11-16,2017-02-15
NCT01395030,"Adult Hepatocellular Carcinoma; Localized Resectable Adult Liver Carcinoma; Carcinoma, Hepatocellular",18F-fluoromethylcholine PET/CT,"Computed Tomography, 18F-fluoromethylcholine, Positron Emission Tomography",,,,,,,,,,2018-09-26,2011-08-15,2018-05-31
NCT00516165,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",RAD001,RAD001,8.4,3.9,21.1,28.0,3.8,2.1,4.6,28.0,4.0,2017-02-07,2007-08,2011-11
NCT01433016,"Chronic Liver Disease; Hepatocellular Carcinoma (HCC); Carcinoma, Hepatocellular",Suspected HCC,13C Sodium Octanoate,,,,,,,,,,2022-12-20,2011-11,2013-05
NCT00813293,Hepatocellular Cancer; Liver Neoplasms,Placebo,"Sorafenib, radiofrequency ablation",,,,,,,,,,2023-06-13,2009-06,2013-11
NCT00813293,Hepatocellular Cancer; Liver Neoplasms,Sorafenib,"Sorafenib, radiofrequency ablation",,,,,,,,,,2023-06-13,2009-06,2013-11
NCT02018107,"Liver Tumor; Liver Neoplasms; Carcinoma, Hepatocellular; Liver Neoplasms",N-13 Ammonia to Image Liver PET Perfusion,"N-13 ammonia or F-18 fluorodeoxyglucose, PET scan",,,,,,,,,,2020-03-26,2014-01,2019-02-16
NCT03463876,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Group Having Received First-Line Systemic Treatment,SHR 1210+apatinib,21.8,17.3,25.6,120.0,5.5,3.7,5.6,120.0,22.5,2026-02-17,2018-03-08,2021-03-10
NCT03463876,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",Group Not Having Received First-Line Systemic Treatment,SHR 1210+apatinib,20.1,14.9,,70.0,5.7,5.4,7.4,70.0,34.3,2026-02-17,2018-03-08,2021-03-10
NCT03463876,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",SHR 1210+Apatinib,SHR 1210+apatinib,,,,,,,,,,2026-02-17,2018-03-08,2021-03-10
NCT01752920,Solid Tumor; Liver Neoplasms; Biliary Tract Neoplasms; Cholangiocarcinoma; Neoplasms,Derazantinib 25 mg QOD - 200 mg QD - Low Dose Group,"Derazantinib low dose range, Derazantinib middle dose range, Derazantinib high dose range, Derazantinib at recommended phase 2 dose (RP2D)",,,,,8.3,6.3,9.3,29.0,0.0,2023-06-05,2012-12-10,2018-08-28
NCT01752920,Solid Tumor; Liver Neoplasms; Biliary Tract Neoplasms; Cholangiocarcinoma; Neoplasms,Derazantinib 250 mg QOD - 325 mg QD - Middle Dose Group,"Derazantinib low dose range, Derazantinib middle dose range, Derazantinib high dose range, Derazantinib at recommended phase 2 dose (RP2D)",,,,,,,,,,2023-06-05,2012-12-10,2018-08-28
NCT01752920,Solid Tumor; Liver Neoplasms; Biliary Tract Neoplasms; Cholangiocarcinoma; Neoplasms,Derazantinib 250 mg QOD - 325 mg QD -Middle Dose Group,"Derazantinib low dose range, Derazantinib middle dose range, Derazantinib high dose range, Derazantinib at recommended phase 2 dose (RP2D)",,,,,15.3,6.7,22.1,13.0,0.0,2023-06-05,2012-12-10,2018-08-28
NCT01752920,Solid Tumor; Liver Neoplasms; Biliary Tract Neoplasms; Cholangiocarcinoma; Neoplasms,Derazantinib 300 mg QD - Expanded Cohort Group,"Derazantinib low dose range, Derazantinib middle dose range, Derazantinib high dose range, Derazantinib at recommended phase 2 dose (RP2D)",,,,,17.4,7.9,24.9,58.0,5.0,2023-06-05,2012-12-10,2018-08-28
NCT01752920,Solid Tumor; Liver Neoplasms; Biliary Tract Neoplasms; Cholangiocarcinoma; Neoplasms,Derazantinib 400 mg QOD - 425 mg QD - High Dose Group,"Derazantinib low dose range, Derazantinib middle dose range, Derazantinib high dose range, Derazantinib at recommended phase 2 dose (RP2D)",,,,,8.1,6.7,23.9,19.0,1.0,2023-06-05,2012-12-10,2018-08-28
NCT01249092,"Primary Biliary Cirrhosis; Liver Cirrhosis, Biliary",Pentoxifylline 400 mg/d,Pentoxifylline,,,,,,,,,,2013-12-09,2010-11,2013-03
NCT03172884,"Hepatic Insufficiency, Renal Insufficiency; Hepatic Insufficiency; Renal Insufficiency",Healthy Participants,"Copanlisib (ALIQOPA, BAY80-6946)",,,,,,,,,,2021-04-28,2017-06-14,2020-05-15
NCT03172884,"Hepatic Insufficiency, Renal Insufficiency; Hepatic Insufficiency; Renal Insufficiency",Moderate Hepatic Impairment Group,"Copanlisib (ALIQOPA, BAY80-6946)",,,,,,,,,,2021-04-28,2017-06-14,2020-05-15
NCT03172884,"Hepatic Insufficiency, Renal Insufficiency; Hepatic Insufficiency; Renal Insufficiency",Severe Hepatic Impairment Group,"Copanlisib (ALIQOPA, BAY80-6946)",,,,,,,,,,2021-04-28,2017-06-14,2020-05-15
NCT03172884,"Hepatic Insufficiency, Renal Insufficiency; Hepatic Insufficiency; Renal Insufficiency",Severe Renal Impairment Group,"Copanlisib (ALIQOPA, BAY80-6946)",,,,,,,,,,2021-04-28,2017-06-14,2020-05-15
NCT02202317,"Liver Cancer; Hepatic Tumors; Liver Neoplasms; Carcinoma, Hepatocellular",Y90 Based PET/CT Scan,PET/CT Scan,,,,,,,,,,2017-12-29,2013-04,2016-10
NCT00495625,Liver Cancer; Liver Neoplasms,Sunitinib Malate (SUO11248) Treatment,Sunitinib Malate,20.0,,,33.0,,,,,,2012-03-27,2006-10,2010-12
NCT00716976,Brain Tumor; Central Nervous System Tumor; Childhood Germ Cell Tumor; Extragonadal Germ Cell Tumor; Liver Cancer; Neuroblastoma; Ototoxicity; Ovarian Cancer; Sarcoma; Brain Neoplasms; Central Nervous System Neoplasms; Liver Neoplasms; Neuroblastoma; Ototoxicity; Ovarian Neoplasms; Sarcoma; Testicular Neoplasms; Ovarian Germ Cell Cancer; Teratoma; Medulloblastoma; Osteosarcoma; Hepatoblastoma,Observation Arm,"sodium thiosulfate, examination",82.0,68.4,90.1,64.0,,,,,,2023-11-09,2008-06-23,2021-06-30
NCT00716976,Brain Tumor; Central Nervous System Tumor; Childhood Germ Cell Tumor; Extragonadal Germ Cell Tumor; Liver Cancer; Neuroblastoma; Ototoxicity; Ovarian Cancer; Sarcoma; Brain Neoplasms; Central Nervous System Neoplasms; Liver Neoplasms; Neuroblastoma; Ototoxicity; Ovarian Neoplasms; Sarcoma; Testicular Neoplasms; Ovarian Germ Cell Cancer; Teratoma; Medulloblastoma; Osteosarcoma; Hepatoblastoma,STS Arm (Sodium Thiosulfate Treatment),"sodium thiosulfate, examination",69.6,55.6,79.9,61.0,,,,,,2023-11-09,2008-06-23,2021-06-30
NCT00539643,"Hepatocellular Carcinoma; Liver Cancer; Hepatoma; Carcinoma, Hepatocellular; Liver Neoplasms",Bead + Dox Arm,"Bead Block microspheres, Bead + Dox Arm",3.0,,,50.0,,,,,,2023-08-18,2007-11,2022-06-17
NCT00539643,"Hepatocellular Carcinoma; Liver Cancer; Hepatoma; Carcinoma, Hepatocellular; Liver Neoplasms",Bead Arm,"Bead Block microspheres, Bead + Dox Arm",3.0,,,51.0,,,,,,2023-08-18,2007-11,2022-06-17
NCT04696055,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Cohort 1 (Regorafenib + Pembrolizumab [1L: Atezolizumab + Bevacizumab]),"Pembrolizumab, Regorafenib (Stivarga, BAY73-4506)",,,,,,,,,5.9,2025-05-13,2021-02-03,2024-04-23
NCT04696055,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular; Liver Neoplasms",Cohort 2 (Regorafenib + Pembrolizumab [1L: Any Other IO Containing Treatment]),"Pembrolizumab, Regorafenib (Stivarga, BAY73-4506)",,,,,,,,,11.1,2025-05-13,2021-02-03,2024-04-23
NCT01239355,"Adult Hepatocellular Carcinoma; Advanced Adult Hepatocellular Carcinoma; Localized Non-Resectable Adult Liver Carcinoma; Recurrent Adult Liver Carcinoma; Carcinoma, Hepatocellular",Treatment (Akt Inhibitor MK2206),"Akt Inhibitor MK2206, Laboratory Biomarker Analysis",6.1,3.0,8.4,15.0,1.7,1.6,3.0,15.0,0.0,2015-10-05,2010-12,2013-02
NCT00878215,Hepatocellular Cancer; Liver Neoplasms,Phase 1:Localize Anatomical Points on Liver Surface,"Explorer Liver Image Guided System, Explorer Liver Passive Tracking, Liver surgery, Liver abalation",,,,,,,,,,2018-02-13,2002-10-24,2011-05-25
NCT00878215,Hepatocellular Cancer; Liver Neoplasms,Phase 2: Ceramic Bead,"Explorer Liver Image Guided System, Explorer Liver Passive Tracking, Liver surgery, Liver abalation",,,,,,,,,,2018-02-13,2002-10-24,2011-05-25
NCT00790218,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",CF102 1mg,CF102,,,,,,,,,0.0,2022-05-17,2009-02,2013-12
NCT00790218,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",CF102 25mg,CF102,,,,,,,,,0.0,2022-05-17,2009-02,2013-12
NCT00790218,"Hepatocellular Carcinoma; Carcinoma, Hepatocellular",CF102 5mg,CF102,,,,,,,,,0.0,2022-05-17,2009-02,2013-12
NCT01171924,"Head and Neck Cancer; Liver Cancer; Breast Cancer; Gastric Cancer; Non-Small Cell Lung Cancer; Head and Neck Neoplasms; Liver Neoplasms; Breast Neoplasms; Stomach Neoplasms; Carcinoma, Non-Small-Cell Lung",Arm A: 5 Days/Week Schedule,"CUDC-101, CUDC-101",,,,,,,,,,2016-03-01,2010-07,2011-10
NCT01171924,"Head and Neck Cancer; Liver Cancer; Breast Cancer; Gastric Cancer; Non-Small Cell Lung Cancer; Head and Neck Neoplasms; Liver Neoplasms; Breast Neoplasms; Stomach Neoplasms; Carcinoma, Non-Small-Cell Lung",Arm B: 3 Days/Week Schedule,"CUDC-101, CUDC-101",,,,,,,,,,2016-03-01,2010-07,2011-10
NCT04276090,Bile Duct Neoplasms; Colorectal Neoplasms; Bile Duct Neoplasms; Colorectal Neoplasms; Cholangiocarcinoma,Colorectal Liver Metastases,"Hepatic artery infusion pump placement using the Synchromed II pump and the Codman tapered arterial catheter., Hepatic artery infusion pump floxuridine and dexamethasone, Systemic chemotherapy for colorectal liver metastases, Systemic chemotherapy for intrahepatic cholangiocarcinoma",,,,,,,,,4.0,2023-07-25,2020-05-01,2022-06-14
NCT04276090,Bile Duct Neoplasms; Colorectal Neoplasms; Bile Duct Neoplasms; Colorectal Neoplasms; Cholangiocarcinoma,Intrahepatic Cholangiocarcinoma,"Hepatic artery infusion pump placement using the Synchromed II pump and the Codman tapered arterial catheter., Hepatic artery infusion pump floxuridine and dexamethasone, Systemic chemotherapy for colorectal liver metastases, Systemic chemotherapy for intrahepatic cholangiocarcinoma",,,,,,,,,2.0,2023-07-25,2020-05-01,2022-06-14
NCT02635347,"Liver Failure; Carcinoma, Hepatocellular; Liver Failure; Carcinoma, Hepatocellular",Historical Control Cohort,"Remote Ischemic Conditioning (RIC), Pneumatic tourniquet",,,,,,,,,,2019-08-20,2015-11,2017-12-31
NCT02635347,"Liver Failure; Carcinoma, Hepatocellular; Liver Failure; Carcinoma, Hepatocellular",Remote Ischemic Conditioning (RIC) Group,"Remote Ischemic Conditioning (RIC), Pneumatic tourniquet",,,,,,,,,,2019-08-20,2015-11,2017-12-31
NCT03289533,"Carcinoma, Hepatocellular; Carcinoma, Hepatocellular; Neoplasms; Liver Diseases",Avelumab + Axitinib,"Avelumab (MSB0010718C), Axitinib (AG-013736)",14.05,7.95,,22.0,,,,,13.6,2020-09-04,2017-09-08,2019-10-25
NCT00666978,"Bladder Cancer; Cervical Cancer; Esophageal Cancer; Gastric Cancer; Head and Neck Cancer; Kidney Cancer; Leukemia; Liver Cancer; Lung Cancer; Pancreatic Cancer; Tobacco Use Disorder; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Esophageal Neoplasms; Stomach Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Leukemia; Liver Neoplasms; Lung Neoplasms; Pancreatic Neoplasms; Tobacco Use Disorder; Carcinoma, Renal Cell; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Hypopharyngeal Neoplasms; Laryngeal Neoplasms; Mouth Neoplasms; Nasopharyngeal Neoplasms; Oropharyngeal Neoplasms; Leukemia, Myeloid, Acute",Bupropion Arm,"smoking cessation intervention, bupropion hydrochloride, gene expression analysis, polymerase chain reaction, counseling intervention, educational intervention, psychosocial assessment and care",,,,,,,,,,2017-11-13,2007-12,2010-06
NCT00666978,"Bladder Cancer; Cervical Cancer; Esophageal Cancer; Gastric Cancer; Head and Neck Cancer; Kidney Cancer; Leukemia; Liver Cancer; Lung Cancer; Pancreatic Cancer; Tobacco Use Disorder; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Esophageal Neoplasms; Stomach Neoplasms; Head and Neck Neoplasms; Kidney Neoplasms; Leukemia; Liver Neoplasms; Lung Neoplasms; Pancreatic Neoplasms; Tobacco Use Disorder; Carcinoma, Renal Cell; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Small Cell Lung Carcinoma; Hypopharyngeal Neoplasms; Laryngeal Neoplasms; Mouth Neoplasms; Nasopharyngeal Neoplasms; Oropharyngeal Neoplasms; Leukemia, Myeloid, Acute",Placebo Arm,"smoking cessation intervention, bupropion hydrochloride, gene expression analysis, polymerase chain reaction, counseling intervention, educational intervention, psychosocial assessment and care",,,,,,,,,,2017-11-13,2007-12,2010-06
